time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-02-27T12:52:27.010Z,33.9216667,-117.0276667,15.81,0.5,ml,30,118,0.03916,0.13,ci,ci39085231,2020-02-27T15:59:05.496Z,"5km W of Beaumont, CA",earthquake,0.19,0.46,0.23,8,reviewed,ci,ci
2020-02-27T12:43:58.157Z,-25.3014,179.9027,483.03,4.7,mb,,52,4.376,0.87,us,us60008582,2020-02-27T13:04:09.040Z,"South of the Fiji Islands",earthquake,11.6,6.8,0.042,175,reviewed,us,us
2020-02-27T12:40:08.320Z,33.1281667,-115.5976667,5.75,1.32,ml,13,72,0.01629,0.17,ci,ci39085223,2020-02-27T12:43:55.053Z,"8km W of Calipatria, CA",earthquake,0.38,0.58,0.205,18,automatic,ci,ci
2020-02-27T12:38:52.950Z,34.1581667,-116.4188333,9.59,0.94,ml,14,87,0.09182,0.14,ci,ci39085215,2020-02-27T14:50:20.519Z,"5km NNE of Yucca Valley, CA",earthquake,0.32,0.89,0.12,18,reviewed,ci,ci
2020-02-27T12:33:07.670Z,37.672,-118.88,2.49,0.21,md,9,179,0.02414,0.03,nc,nc73346930,2020-02-27T19:37:03.571Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.51,0.88,0.257,9,reviewed,nc,nc
2020-02-27T12:32:40.350Z,35.71,-117.5028333,2.42,1.32,ml,20,102,0.1306,0.15,ci,ci39085207,2020-02-27T12:36:12.018Z,"11km SW of Searles Valley, CA",earthquake,0.28,0.63,0.178,16,automatic,ci,ci
2020-02-27T12:28:43.650Z,17.8798,-66.8433,14,2.48,md,7,243,0.1018,0.07,pr,pr2020058029,2020-02-27T15:52:04.539Z,"11km SSE of Maria Antonia, Puerto Rico",earthquake,0.99,0.59,0,1,reviewed,pr,pr
2020-02-27T12:26:33.350Z,32.9685,-115.7998333,7.28,1.96,ml,42,34,0.02336,0.25,ci,ci39085191,2020-02-27T12:37:56.040Z,"18km WSW of Westmorland, CA",earthquake,0.29,0.77,0.194,27,automatic,ci,ci
2020-02-27T12:21:32.260Z,34.1555,-116.4316667,6,1.47,ml,34,54,0.09269,0.22,ci,ci39085183,2020-02-27T12:32:51.130Z,"5km N of Yucca Valley, CA",earthquake,0.3,1.06,0.148,27,automatic,ci,ci
2020-02-27T12:21:18.530Z,17.967,-66.8276,10,3.45,md,11,209,0.0522,0.1,pr,pr2020058021,2020-02-27T13:00:12.084Z,"3km SSW of Indios, Puerto Rico",earthquake,0.88,0.53,0.01,2,reviewed,pr,pr
2020-02-27T12:20:19.621Z,35.2993,27.9087,10,4.5,mb,,61,0.658,1.04,us,us6000857v,2020-02-27T12:50:29.040Z,"67km ESE of Karpathos, Greece",earthquake,4.3,1.9,0.096,32,reviewed,us,us
2020-02-27T12:13:06.040Z,34.163,-116.4281667,9.42,0.94,ml,15,63,0.09869,0.14,ci,ci39085175,2020-02-27T12:16:51.369Z,"5km N of Yucca Valley, CA",earthquake,0.29,0.79,0.179,20,automatic,ci,ci
2020-02-27T12:09:54.212Z,38.1245,-118.3923,6.2,1.4,ml,7,105.55,0.155,0.1281,nn,nn00717909,2020-02-28T02:09:37.351Z,"48km SSE of Hawthorne, Nevada",earthquake,,2.1,0.31,6,reviewed,nn,nn
2020-02-27T12:00:50.512Z,60.762,-151.8113,72.4,2.4,ml,,,,0.55,ak,ak0202o4bfrg,2020-02-27T12:12:19.760Z,"29km WNW of Nikiski, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-02-27T11:57:03.580Z,35.9105,-117.7213333,9.07,0.32,ml,8,97,0.06862,0.04,ci,ci39085167,2020-02-27T12:00:39.274Z,"17km E of Little Lake, CA",earthquake,0.22,0.83,0.102,4,automatic,ci,ci
2020-02-27T11:49:49.250Z,34.1543333,-116.4273333,7.99,2.52,ml,80,32,0.04594,0.15,ci,ci39085159,2020-02-28T18:28:23.140Z,"4km N of Yucca Valley, CA",earthquake,0.11,0.42,0.164,130,reviewed,ci,ci
2020-02-27T11:47:00.590Z,38.8263321,-122.7871704,-0.36,0.66,md,9,83,0.01231,0.03,nc,nc73346915,2020-02-27T13:24:03.098Z,"6km W of Cobb, CA",earthquake,0.24,1.03,0.09,2,automatic,nc,nc
2020-02-27T11:42:16.080Z,34.1618333,-116.431,8.64,0.83,ml,14,63,0.09838,0.16,ci,ci39085151,2020-02-27T11:46:02.664Z,"5km N of Yucca Valley, CA",earthquake,0.34,1.09,0.136,15,automatic,ci,ci
2020-02-27T11:41:48.050Z,54.1203333,-166.0468333,4.09,-0.36,ml,8,156,0.01667,0.11,av,av70873369,2020-02-28T20:49:57.570Z,"17km W of Akutan, Alaska",earthquake,0.32,0.45,0.232,7,reviewed,av,av
2020-02-27T11:40:56.850Z,38.7836667,-122.4275,9.49,1.44,md,35,138,0.02713,0.16,nc,nc73346910,2020-02-27T20:45:05.015Z,"12km ESE of Hidden Valley Lake, CA",earthquake,0.33,0.6,0.29,14,reviewed,nc,nc
2020-02-27T11:40:05.750Z,39.7033333,-110.6093333,-1.88,0.84,md,7,112,0.02171,0.06,uu,uu60361527,2020-02-27T19:22:23.280Z,"20km NE of Price, Utah",earthquake,0.45,0.33,0.164,6,reviewed,uu,uu
2020-02-27T11:37:36.600Z,17.9363,-67.01,5,2.62,md,8,233,0.1218,0.11,pr,pr2020058022,2020-02-27T13:57:35.912Z,"5km SE of La Parguera, Puerto Rico",earthquake,0.71,0.41,0.19,3,reviewed,pr,pr
2020-02-27T11:34:43.532Z,61.1845,-149.57,25.1,1.6,ml,,,,0.6,ak,ak0202o3x9zp,2020-02-27T11:38:20.544Z,"18km ESE of Anchorage, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-02-27T11:28:46.140Z,34.1588333,-116.4266667,8.73,1.03,ml,22,62,0.09436,0.15,ci,ci39085143,2020-02-27T11:32:32.573Z,"5km N of Yucca Valley, CA",earthquake,0.28,0.88,0.144,26,automatic,ci,ci
2020-02-27T11:21:49.959Z,62.1209,-147.7579,37.7,1.4,ml,,,,0.76,ak,ak0202o3ui6r,2020-02-27T11:29:08.310Z,"67km ENE of Sutton-Alpine, Alaska",earthquake,,1,,,automatic,ak,ak
2020-02-27T11:15:31.767Z,65.801,-151.0308,4.4,2.2,ml,,,,0.88,ak,ak0202o3t6lz,2020-02-27T11:24:45.964Z,"85km NE of Tanana, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-02-27T11:01:42.883Z,60.4652,-150.9146,33.5,1.9,ml,,,,0.9,ak,ak0202o3q7b1,2020-02-27T11:07:41.493Z,"8km ESE of Soldotna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-02-27T10:56:41.290Z,17.9251,-66.8738,10,2.92,md,10,225,0.0503,0.07,pr,pr2020058019,2020-02-27T12:41:58.702Z,"6km SE of Guanica, Puerto Rico",earthquake,0.73,0.34,0.05,4,reviewed,pr,pr
2020-02-27T10:52:35.610Z,58.2338333,-155.156,4.85,0.17,ml,8,205,0.07702,0.08,av,av70873364,2020-02-28T20:46:24.580Z,"101km ESE of King Salmon, Alaska",earthquake,0.77,0.98,0.367,8,reviewed,av,av
2020-02-27T10:39:46.820Z,36.051,-117.8523333,3.01,0.77,ml,16,126,0.05306,0.1,ci,ci39085135,2020-02-28T16:22:43.874Z,"9km E of Coso Junction, CA",earthquake,0.19,0.46,0.124,7,reviewed,ci,ci
2020-02-27T10:36:47.852Z,64.9614,-150.6787,17,1.3,ml,,,,1.11,ak,ak0202o3ca5t,2020-02-27T10:49:06.671Z,"4km SSW of Manley Hot Springs, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-02-27T10:35:53.020Z,37.6146667,-118.9208333,1.65,0.14,md,11,149,0.005093,0.04,nc,nc73346900,2020-02-27T19:33:04.550Z,"6km ESE of Mammoth Lakes, CA",earthquake,0.78,0.46,0.175,10,reviewed,nc,nc
2020-02-27T10:33:33.870Z,39.3523,-119.7135,11.3,0.6,ml,10,126.32,0.244,0.1417,nn,nn00717919,2020-02-28T02:09:40.187Z,"7km NW of Virginia City, Nevada",earthquake,,3.7,0.28,7,reviewed,nn,nn
2020-02-27T10:33:01.560Z,35.9591667,-117.3791667,0.69,1.42,ml,19,70,0.1034,0.17,ci,ci39085127,2020-02-27T10:36:41.727Z,"21km N of Searles Valley, CA",earthquake,0.41,0.68,0.125,18,automatic,ci,ci
2020-02-27T10:32:17.240Z,38.8023338,-122.8133316,2.57,0.55,md,11,94,0.014,0.03,nc,nc73346895,2020-02-27T12:06:03.908Z,"6km WNW of The Geysers, CA",earthquake,0.43,0.66,,1,automatic,nc,nc
2020-02-27T10:30:51.900Z,35.967,-117.3765,0.11,0.71,ml,16,93,0.1071,0.22,ci,ci39085119,2020-02-27T10:34:35.288Z,"22km N of Searles Valley, CA",earthquake,0.55,31.61,0.134,7,automatic,ci,ci
2020-02-27T10:28:32.360Z,35.6145,-117.465,7.91,0.81,ml,11,156,0.02803,0.16,ci,ci39085111,2020-02-27T14:53:14.879Z,"18km SSW of Searles Valley, CA",earthquake,0.66,0.74,0.075,8,reviewed,ci,ci
2020-02-27T10:27:48.570Z,35.8765,-117.473,3.91,0.93,ml,15,172,0.1179,0.09,ci,ci39085103,2020-02-27T14:53:29.880Z,"14km NNW of Searles Valley, CA",earthquake,0.29,0.72,0.122,7,reviewed,ci,ci
2020-02-27T10:23:51.110Z,35.777,-117.5796667,7.21,0.65,ml,10,159,0.04129,0.14,ci,ci39085095,2020-02-27T10:27:30.052Z,"16km W of Searles Valley, CA",earthquake,0.51,0.69,0.176,8,automatic,ci,ci
2020-02-27T10:22:33.910Z,34.1593323,-116.4256668,8.48,1.18,ml,32,55,0.04081,0.12,ci,ci39085087,2020-02-27T10:26:03.722Z,"5km N of Yucca Valley, CA",earthquake,0.25,0.67,0.155,7,automatic,ci,ci
2020-02-27T10:17:37.725Z,39.9454,51.4863,51.97,4.6,mb,,96,5.18,1,us,us6000856p,2020-02-27T10:56:18.127Z,"111km ESE of Zyrya, Azerbaijan",earthquake,7.7,6.2,0.07,60,reviewed,us,us
2020-02-27T10:15:08.750Z,33.7155,-116.8171667,15.79,0.62,ml,28,65,0.08596,0.14,ci,ci39085079,2020-02-27T15:37:26.032Z,"8km ESE of Valle Vista, CA",earthquake,0.24,0.41,0.192,11,reviewed,ci,ci
2020-02-27T10:13:53.430Z,19.4121667,-155.283,0.07,2.1,ml,26,54,0.005564,0.09,hv,hv71402757,2020-02-27T23:13:28.110Z,"5km WSW of Volcano, Hawaii",earthquake,0.12,0.14,0.133,14,reviewed,hv,hv
2020-02-27T10:13:24.593Z,60.5069,-150.8306,40.9,3.9,ml,,,,0.58,ak,ak0202o37ath,2020-03-01T07:51:08.420Z,"4km SW of Sterling, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-02-27T10:11:19.270Z,40.2788333,-122.0716667,9.49,1.67,md,15,83,0.08148,0.06,nc,nc73346890,2020-02-29T03:02:02.554Z,"18km NE of Red Bluff, CA",earthquake,0.31,1.01,0.167,22,reviewed,nc,nc
2020-02-27T10:05:31.560Z,58.2383333,-155.1286667,4.61,0.14,ml,10,210,0.03031,0.07,av,av70873359,2020-02-28T20:43:52.800Z,"102km ESE of King Salmon, Alaska",earthquake,0.65,0.42,0.468,8,reviewed,av,av
2020-02-27T10:02:50.650Z,17.8985,-66.9475,7,2.59,md,9,239,0.1026,0.05,pr,pr2020058018,2020-02-27T13:36:44.608Z,"9km SSW of Guanica, Puerto Rico",earthquake,0.61,0.3,0.1,4,reviewed,pr,pr
2020-02-27T10:01:04.880Z,47.1015,-114.0138333,-0.03,0.31,ml,12,72,0.114,0.15,mb,mb80383204,2020-02-27T16:27:38.890Z,"19km ENE of Frenchtown, Montana",earthquake,0.44,1.56,,0,reviewed,mb,mb
2020-02-27T09:57:11.950Z,33.4871667,-116.8123333,5.15,0.27,ml,11,146,0.02706,0.09,ci,ci39085071,2020-02-27T10:00:49.911Z,"7km NE of Aguanga, CA",earthquake,0.37,0.84,0.173,3,automatic,ci,ci
2020-02-27T09:56:42.094Z,62.7687,-149.1039,10.4,1.8,ml,,,,0.71,ak,ak0202o2v4fm,2020-02-27T10:01:21.849Z,"69km S of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-02-27T09:52:13.830Z,18.059,-66.7971,10,2.72,md,10,129,0.1174,0.16,pr,pr2020058017,2020-02-27T10:11:03.554Z,"4km N of Guayanilla, Puerto Rico",earthquake,0.54,1.11,0.3,5,reviewed,pr,pr
2020-02-27T09:38:08.020Z,37.5798333,-118.8283333,7.14,0.71,md,17,130,0.01019,0.03,nc,nc73346880,2020-02-27T19:28:03.523Z,"13km W of Toms Place, CA",earthquake,0.54,0.81,0.183,16,reviewed,nc,nc
2020-02-27T09:32:42.160Z,35.8903333,-117.7161667,9.66,0.43,ml,12,126,0.07843,0.15,ci,ci37435309,2020-02-27T15:30:57.912Z,"18km ESE of Little Lake, CA",earthquake,0.41,0.75,0.211,5,reviewed,ci,ci
2020-02-27T09:32:37.430Z,35.5951667,-117.5376667,8.21,0.52,ml,4,219,0.06211,0.07,ci,ci39085063,2020-02-27T15:24:48.953Z,"13km ESE of Ridgecrest, CA",earthquake,1.71,0.69,0.266,2,reviewed,ci,ci
2020-02-27T09:30:55.570Z,44.798,-111.5341667,11.63,0.54,ml,12,105,0.081,0.16,mb,mb80383199,2020-02-27T15:42:09.170Z,"37km WNW of West Yellowstone, Montana",earthquake,0.56,0.67,0.179,4,reviewed,mb,mb
2020-02-27T09:27:52.740Z,18.0055,-66.7941,14,3.01,md,10,172,0.0904,0.19,pr,pr2020058016,2020-02-27T17:30:40.693Z,"4km W of Santo Domingo, Puerto Rico",earthquake,0.72,1.08,0.24,5,reviewed,pr,pr
2020-02-27T09:26:16.610Z,38.7973333,-122.7485,1.71,-0.21,md,15,97,0.009357,0.04,nc,nc73346875,2020-02-27T16:52:08.822Z,"2km NNE of The Geysers, CA",earthquake,0.32,0.48,0.171,2,reviewed,nc,nc
2020-02-27T09:23:36.810Z,19.2220001,-155.4259949,33,2.08,md,45,131,0.03103,0.14,hv,hv71402712,2020-02-27T09:26:41.140Z,"5km ENE of Pahala, Hawaii",earthquake,0.59,0.75,0.18,21,automatic,hv,hv
2020-02-27T09:20:00.980Z,34.158,-116.4221667,8.76,1.27,ml,31,54,0.09242,0.17,ci,ci39085055,2020-02-27T14:54:38.830Z,"5km N of Yucca Valley, CA",earthquake,0.27,0.78,0.216,27,reviewed,ci,ci
2020-02-27T09:17:15.773Z,38.1244,-118.4036,4.6,1.1,ml,5,135.33,0.15,0.2183,nn,nn00717962,2020-02-28T02:10:10.114Z,"48km SSE of Hawthorne, Nevada",earthquake,,2.9,0.13,3,reviewed,nn,nn
2020-02-27T09:05:34.390Z,17.8731,-66.8505,11,2.41,md,8,245,0.106,0.14,pr,pr2020058015,2020-02-27T09:26:41.209Z,"12km SSE of Guanica, Puerto Rico",earthquake,0.9,0.72,0.47,5,reviewed,pr,pr
2020-02-27T09:00:13.990Z,19.4058342,-155.2838287,0.24,1.8,md,15,62,0.01177,0.07,hv,hv71402682,2020-02-27T09:03:07.950Z,"5km WSW of Volcano, Hawaii",earthquake,0.13,0.26,0.4,12,automatic,hv,hv
2020-02-27T08:58:36.277Z,38.126,-118.4092,5.6,1.1,ml,4,144.64,0.146,0.2014,nn,nn00717961,2020-02-28T02:10:08.905Z,"48km SSE of Hawthorne, Nevada",earthquake,,2.9,0.01,2,reviewed,nn,nn
2020-02-27T08:56:27.560Z,19.2258339,-155.4023285,30.96,1.97,md,35,148,0.01247,0.13,hv,hv71402677,2020-02-27T08:59:46.940Z,"8km ENE of Pahala, Hawaii",earthquake,0.62,0.95,0.02,4,automatic,hv,hv
2020-02-27T08:47:34.220Z,18.0448,-66.8003,11,3.04,md,10,138,0.1053,0.23,pr,pr2020058013,2020-02-27T16:50:13.910Z,"1km ENE of Guayanilla, Puerto Rico",earthquake,1.03,1.24,0.18,6,reviewed,pr,pr
2020-02-27T08:45:45.940Z,17.9248,-66.9846,6,1.84,md,4,242,0.1168,0.12,pr,pr2020058012,2020-02-27T09:10:36.170Z,"8km SE of La Parguera, Puerto Rico",earthquake,1.2,0.46,0.26,4,reviewed,pr,pr
2020-02-27T08:45:39.360Z,19.1905003,-155.472168,36.09,2.05,md,36,96,0.03617,0.14,hv,hv71402672,2020-02-27T08:49:32.110Z,"1km SSE of Pahala, Hawaii",earthquake,0.65,1.07,,3,automatic,hv,hv
2020-02-27T08:33:46.310Z,33.8788333,-116.821,15.04,1.32,ml,39,57,0.04923,0.16,ci,ci39085047,2020-02-27T14:54:28.911Z,"5km SW of Cabazon, CA",earthquake,0.2,0.55,0.174,26,reviewed,ci,ci
2020-02-27T08:28:31.492Z,39.6494,-120.0322,6.2,0.5,ml,6,94.03,0.069,0.1103,nn,nn00717920,2020-02-28T02:09:41.476Z,"5km SW of Cold Springs, Nevada",earthquake,,2.1,0.3,3,reviewed,nn,nn
2020-02-27T08:27:25.150Z,18.0475,-66.7968,9,3.35,md,10,137,0.1097,0.1,pr,pr2020058011,2020-02-28T08:28:51.581Z,"0km N of Magas Arriba, Puerto Rico",earthquake,0.31,0.58,0.22,4,reviewed,pr,pr
2020-02-27T08:27:22.860Z,38.8416672,-122.8769989,2.06,1.16,md,16,127,0.006102,0.02,nc,nc73346865,2020-02-27T11:39:07.331Z,"13km NW of The Geysers, CA",earthquake,0.42,0.55,,3,automatic,nc,nc
2020-02-27T08:27:16.420Z,35.9348333,-117.7,6.2,0.64,ml,8,102,0.04232,0.08,ci,ci39085031,2020-02-27T08:30:50.835Z,"19km E of Little Lake, CA",earthquake,0.32,0.93,0.118,7,automatic,ci,ci
2020-02-27T08:26:06.248Z,58.0624,-153.3907,31.1,1.9,ml,,,,0.7,ak,ak0202o236kw,2020-02-27T08:37:44.998Z,"57km NW of Kodiak Station, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-02-27T08:25:02.360Z,35.7065,-117.5073333,4.19,1.6,ml,25,101,0.1253,0.2,ci,ci39085023,2020-02-27T08:28:58.825Z,"12km SW of Searles Valley, CA",earthquake,0.34,0.95,0.128,24,automatic,ci,ci
2020-02-27T08:12:07.030Z,35.712,-117.5046667,6.55,0.56,ml,12,165,0.1281,0.14,ci,ci39085015,2020-02-27T14:55:15.124Z,"11km SW of Searles Valley, CA",earthquake,0.47,1.71,0.093,8,reviewed,ci,ci
2020-02-27T08:09:52.912Z,38.1206,-118.4011,0,1.3,ml,6,125.64,0.154,0.1899,nn,nn00717944,2020-02-28T02:09:52.992Z,"48km SSE of Hawthorne, Nevada",earthquake,,0,0.06,4,reviewed,nn,nn
2020-02-27T07:59:09.910Z,48.052,-123.107833333333,44.3,3.03,ml,51,33,,0.25,uw,uw61578142,2020-02-29T17:36:07.885Z,"5km SW of Sequim, Washington",earthquake,0.33,0.63,0.194725455611379,34,reviewed,uw,uw
2020-02-27T07:58:30.970Z,33.8573333,-117.7886667,13.64,1.35,ml,39,78,0.02873,0.21,ci,ci39085007,2020-02-27T08:09:33.830Z,"4km SSE of Yorba Linda, CA",earthquake,0.31,0.61,0.157,29,automatic,ci,ci
2020-02-27T07:58:23.883Z,38.1281,-118.3784,4.8,2.2,ml,11,59.14,0.159,0.1584,nn,nn00717901,2020-02-28T02:09:35.610Z,"48km SSE of Hawthorne, Nevada",earthquake,,2.1,0.25,8,reviewed,nn,nn
2020-02-27T07:55:51.060Z,38.8284988,-122.8131638,1.95,0.79,md,17,60,0.005639,0.05,nc,nc73346845,2020-02-27T09:50:02.641Z,"8km NW of The Geysers, CA",earthquake,0.25,0.6,0.09,3,automatic,nc,nc
2020-02-27T07:50:59.610Z,35.6158333,-117.437,10.44,1.08,ml,16,163,0.1082,0.18,ci,ci39084999,2020-02-27T07:54:50.930Z,"17km S of Searles Valley, CA",earthquake,0.56,0.99,0.188,14,automatic,ci,ci
2020-02-27T07:47:48.230Z,44.8011667,-111.5355,11.54,1.63,ml,30,72,0.081,0.18,mb,mb80383189,2020-02-27T15:36:57.710Z,"37km WNW of West Yellowstone, Montana",earthquake,0.37,0.49,0.157,14,reviewed,mb,mb
2020-02-27T07:35:09.110Z,35.6845,-117.4838333,6.4,0.84,ml,16,162,0.09936,0.13,ci,ci39084983,2020-02-27T14:55:47.921Z,"12km SW of Searles Valley, CA",earthquake,0.41,1.09,0.097,8,reviewed,ci,ci
2020-02-27T07:32:46.203Z,38.1225,-118.3972,4.3,1.1,ml,5,135.75,0.154,0.1305,nn,nn00717960,2020-02-28T02:10:07.761Z,"48km SSE of Hawthorne, Nevada",earthquake,,2.8,0.03,2,reviewed,nn,nn
2020-02-27T07:20:21.020Z,54.1146667,-166.06,4.49,-0.38,ml,7,206,0.01589,0.13,av,av70873354,2020-02-28T20:29:15.880Z,"18km W of Akutan, Alaska",earthquake,0.43,0.46,0.221,7,reviewed,av,av
2020-02-27T07:16:14.606Z,64.3967,-150.1398,0,1.4,ml,,,,0.71,ak,ak0202o1fmgo,2020-02-27T07:29:41.139Z,"53km WSW of North Nenana, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-02-27T07:14:13.790Z,17.9031,-66.8998,9,2.6,md,9,235,0.0749,0.08,pr,pr2020058010,2020-02-27T07:25:38.254Z,"7km S of Guanica, Puerto Rico",earthquake,0.62,0.43,0.24,5,reviewed,pr,pr
2020-02-27T07:10:35.330Z,36.7491667,-121.3328333,8.25,1.14,md,33,65,0.07373,0.16,nc,nc73346840,2020-02-27T18:14:02.893Z,"5km SSW of Tres Pinos, CA",earthquake,0.32,0.8,0.14,23,reviewed,nc,nc
2020-02-27T07:04:31.930Z,38.7970009,-122.7791672,3.3,0.67,md,14,87,0.01563,0.02,nc,nc73346830,2020-02-27T07:11:02.605Z,"3km NW of The Geysers, CA",earthquake,0.35,0.91,0.28,2,automatic,nc,nc
2020-02-27T07:02:46.290Z,17.8678,-66.8568,11,2.89,md,9,247,0.1096,0.08,pr,pr2020058009,2020-02-27T07:15:40.220Z,"12km SSE of Guanica, Puerto Rico",earthquake,0.77,0.53,0.01,5,reviewed,pr,pr
2020-02-27T06:53:19.730Z,55.4063333,-161.8913333,-2.93,0.57,ml,7,109,0.06362,0.25,av,av70873344,2020-02-28T20:24:43.180Z,"58km ENE of Cold Bay, Alaska",earthquake,0.39,0.54,0.215,7,reviewed,av,av
2020-02-27T06:51:04.170Z,36.5793333,-121.1055,8.06,1.03,md,9,169,0.05308,0.08,nc,nc73346825,2020-02-27T17:48:02.724Z,"6km NNE of Pinnacles, CA",earthquake,0.64,0.86,0.172,7,reviewed,nc,nc
2020-02-27T06:45:51.742Z,38.131,-118.4103,6.9,1.1,ml,5,134.99,0.142,0.1054,nn,nn00717943,2020-02-28T02:09:51.658Z,"47km SSE of Hawthorne, Nevada",earthquake,,3.3,0.08,2,reviewed,nn,nn
2020-02-27T06:43:14.500Z,17.917,-67.0125,4,2.63,md,10,242,0.132,0.05,pr,pr2020058008,2020-02-27T07:25:38.040Z,"11km S of La Parguera, Puerto Rico",earthquake,0.53,0.32,0.37,10,reviewed,pr,pr
2020-02-27T06:40:40.340Z,36.0676667,-117.8623333,0.84,0.84,ml,10,126,0.05018,0.09,ci,ci39084967,2020-02-27T14:56:23.419Z,"8km ENE of Coso Junction, CA",earthquake,0.26,0.28,0.192,10,reviewed,ci,ci
2020-02-27T06:39:36.640Z,33.9021667,-116.274,10.32,0.72,ml,21,83,0.08682,0.15,ci,ci39084959,2020-02-27T06:43:09.052Z,"14km NE of Thousand Palms, CA",earthquake,0.28,0.59,0.256,12,automatic,ci,ci
2020-02-27T06:37:11.410Z,38.831501,-122.8188324,1.91,0.84,md,18,64,0.0106,0.02,nc,nc73346810,2020-02-27T07:03:04.568Z,"8km NW of The Geysers, CA",earthquake,0.23,0.49,0.06,2,automatic,nc,nc
2020-02-27T06:18:59.165Z,60.2208,-151.2184,20.4,2.1,ml,,,,0.67,ak,ak0202o0upqa,2020-02-27T06:28:37.440Z,"17km SSE of Cohoe, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-02-27T06:18:28.900Z,40.3896667,-125.0285,1.71,2.55,md,21,297,0.5339,0.11,nc,nc73346805,2020-02-29T02:34:02.389Z,"63km W of Petrolia, CA",earthquake,1.94,2.77,0.342,27,reviewed,nc,nc
2020-02-27T06:15:57.120Z,52.0616667,-176.1243333,4.6,0.79,ml,6,97,0.01548,0.2,av,av62140481,2020-02-28T20:12:36.980Z,"41km ENE of Adak, Alaska",earthquake,0.55,1.03,0.154,6,reviewed,av,av
2020-02-27T06:15:51.196Z,60.2065,-151.1831,33.7,2.8,ml,,,,0.63,ak,ak0202o0u1ww,2020-02-27T10:25:48.719Z,"18km SSE of Cohoe, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-02-27T06:11:43.690Z,37.4316667,-121.7715,8.79,0.84,md,18,61,0.02959,0.05,nc,nc73346800,2020-02-27T16:57:04.443Z,"9km NE of Alum Rock, CA",earthquake,0.27,0.48,0.159,15,reviewed,nc,nc
2020-02-27T06:10:51.110Z,17.9493,-66.9903,7,2.41,md,10,221,0.1141,0.11,pr,pr2020058007,2020-02-27T06:26:14.868Z,"6km ESE of La Parguera, Puerto Rico",earthquake,0.85,0.33,0.24,5,reviewed,pr,pr
2020-02-27T06:08:15.380Z,19.1946659,-155.4443359,37.09,1.96,md,32,158,0.06144,0.13,hv,hv71402572,2020-02-27T06:11:26.230Z,"3km ESE of Pahala, Hawaii",earthquake,0.95,1.15,0.17,4,automatic,hv,hv
2020-02-27T06:07:18.520Z,33.8826667,-117.722,6.69,1.04,ml,25,64,0.07784,0.22,ci,ci39084951,2020-02-27T06:11:06.568Z,"8km E of Yorba Linda, CA",earthquake,0.45,1.25,0.257,23,automatic,ci,ci
2020-02-27T06:05:58.230Z,37.3225,-87.2585,27.03,2.61,md,16,66,0.1016,0.3,se,se60101023,2020-02-27T22:48:20.291Z,"9km NW of Morehead, Kentucky",earthquake,0.61,0.79,0.244,13,reviewed,se,se
2020-02-27T06:00:38.560Z,33.7123333,-116.8158333,15.57,0.81,ml,38,31,0.08475,0.17,ci,ci39084943,2020-02-27T06:04:11.534Z,"8km ESE of Valle Vista, CA",earthquake,0.27,0.55,0.216,19,automatic,ci,ci
2020-02-27T05:58:30.950Z,33.7053333,-116.8178333,15.65,1.61,ml,57,28,0.08661,0.21,ci,ci39084935,2020-02-27T14:56:56.250Z,"8km SE of Valle Vista, CA",earthquake,0.22,0.55,0.164,25,reviewed,ci,ci
2020-02-27T05:55:43.597Z,62.8933,-149.4993,62.3,2,ml,,,,1.06,ak,ak0202o0h6fd,2020-02-27T05:59:16.381Z,"62km SSW of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-02-27T05:42:30.940Z,33.604,-116.8065,6.42,0.4,ml,19,72,0.03685,0.18,ci,ci39084919,2020-02-27T05:46:06.882Z,"14km WNW of Anza, CA",earthquake,0.41,0.93,0.081,10,automatic,ci,ci
2020-02-27T05:37:07.329Z,63.0565,-150.9675,121.9,2.1,ml,,,,0.25,ak,ak0202o0d8r4,2020-02-27T05:49:23.650Z,"92km NNW of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-02-27T05:36:05.900Z,19.2146664,-155.4063263,32.45,1.96,md,42,154,0.07909,0.12,hv,hv71402562,2020-02-27T05:39:27.220Z,"7km E of Pahala, Hawaii",earthquake,0.67,0.81,0.16,9,automatic,hv,hv
2020-02-27T05:35:06.362Z,61.519,-150.5534,59.4,1.6,ml,,,,0.4,ak,ak0202o0ct7t,2020-02-27T05:39:50.080Z,"31km W of Big Lake, Alaska",earthquake,,0.5,,,automatic,ak,ak
